SAT_AVG,UG25ABV,PCTPELL,PCTPELL_DCS,TUITIONFEE_IN,TUITIONFEE_OUT,COSTT4_A,RET_FT4,MD_EARN_WNE_INC1_P10,MD_EARN_WNE_INC3_P10,C150_4
1190.0,0.1854,0.479,0.4883,7498.0,22657.0,19229.0,0.7329,46451.0,49930.0,0.5799
976.0,0.1819,0.5723,0.6335,6599.0,19635.0,24744.0,0.7632,40451.0,47613.0,0.4424
1256.0,0.0299,0.2516,0.2524,9388.0,26622.0,23784.0,0.9327,27179.0,44099.0,0.8169
1370.0,0.0606,0.1888,0.2002,9128.0,30869.0,24852.0,0.9377,63457.0,75039.0,0.8463
1266.0,0.1781,0.251,0.2568,7238.0,21858.0,25332.0,0.8261,50846.0,60387.0,0.7428
1133.0,0.1739,0.3585,0.3994,33050.0,33050.0,48188.0,0.6016,41714.0,60392.0,0.4286
1050.0,0.0739,0.5363,0.5363,33290.0,33290.0,46678.0,0.6138,45348.0,61547.0,0.3464
1193.0,0.1215,0.2333,0.237,40830.0,40830.0,54425.0,0.7172,52456.0,65146.0,0.6859
1320.0,0.0484,0.3527,0.3552,38450.0,38450.0,54106.0,0.6933,35771.0,34875.0,0.4486
921.0,0.1572,0.6164,0.6359,6276.0,16932.0,22372.0,0.7684,41328.0,51896.0,0.4957
1127.0,0.2066,0.3348,0.3404,4453.0,8453.0,18731.0,0.7131,47821.0,49994.0,0.6059
1018.0,0.178,0.2326,0.2667,9118.0,11218.0,20098.0,0.5736,44426.0,54402.0,0.4444
1025.0,0.2306,0.2314,0.2651,8508.0,8508.0,17273.0,0.7045,47230.0,55813.0,0.4487
1120.0,0.0636,0.1905,0.1956,10992.0,15646.0,22936.0,0.7522,57837.0,66538.0,0.6317
1022.0,0.1819,0.1819,0.2941,8458.0,13422.0,19362.0,0.7066,43339.0,59126.0,0.4747
1151.0,0.3211,0.2616,0.3292,24140.0,24140.0,36822.0,0.7025,50289.0,56503.0,0.6023
1050.0,0.3861,0.3707,0.3825,19310.0,19310.0,26571.0,0.6667,65605.0,56411.0,0.8125
1161.0,0.0637,0.2919,0.2952,36850.0,36850.0,53687.0,0.8239,52006.0,56574.0,0.652
1116.0,0.0674,0.2283,0.2584,13639.0,22212.0,27721.0,0.7701,42035.0,53188.0,0.6142
1092.0,0.0722,0.2708,0.2768,40350.0,40350.0,53060.0,0.782,50176.0,57321.0,0.6108
1487.0,0.0124,0.1621,0.1648,61584.0,61584.0,73706.0,0.9289,83735.0,93210.0,0.8583
1250.0,0.0069,0.1658,0.1924,34698.0,34698.0,45051.0,0.8557,49400.0,57435.0,0.7503
1018.0,0.3641,0.3311,0.3311,16472.0,16472.0,27952.0,0.678,66554.0,73016.0,0.5342
1252.0,0.1025,0.1786,0.1966,13176.0,28540.0,27473.0,0.8621,43211.0,63899.0,0.7205
1190.0,0.0569,0.431,0.4355,46460.0,46460.0,61751.0,0.7971,34317.0,47333.0,0.7313
1020.0,0.193,0.3791,0.3885,12254.0,17469.0,25191.0,0.6865,47878.0,57525.0,0.4894
1284.0,0.0154,0.1496,0.151,46170.0,46170.0,62510.0,0.8768,66180.0,79033.0,0.8135
1020.0,0.0624,0.5113,0.5323,35328.0,35328.0,48202.0,0.5786,42336.0,54167.0,0.4191
1389.0,0.0047,0.1383,0.1388,60000.0,60000.0,73725.0,0.9037,57409.0,68442.0,0.8457
1264.0,0.0124,0.1929,0.1966,47290.0,47290.0,60766.0,0.8567,55850.0,68735.0,0.7818
1093.0,0.0924,0.2747,0.2871,12464.0,21570.0,27976.0,0.7767,38039.0,52975.0,0.6478
1451.0,0.0016,0.0992,0.0996,66490.0,66490.0,80270.0,0.8839,71158.0,73174.0,0.8727
1050.0,0.2934,0.2901,0.3151,14664.0,14664.0,27080.0,0.7302,65562.0,69303.0,0.5
1129.0,0.0565,0.3361,0.3789,35024.0,35024.0,48054.0,0.6559,45893.0,50939.0,0.4201
1091.0,0.112,0.333,0.3946,34875.0,34875.0,46398.0,0.7318,43633.0,52561.0,0.5113
1075.0,0.0256,0.2301,0.2396,38022.0,38022.0,51777.0,0.6372,47643.0,65638.0,0.5041
959.0,0.5711,0.4465,0.4513,18950.0,18950.0,26698.0,0.7692,59862.0,72993.0,0.5238
1312.0,0.0126,0.1112,0.1121,17264.0,38293.0,35642.0,0.886,41265.0,68292.0,0.8069
950.0,0.3784,0.3237,0.3237,13290.0,13290.0,20151.0,0.6842,75458.0,75008.0,0.6465
1107.0,0.0148,0.2877,0.2903,33800.0,33800.0,45724.0,0.7821,42362.0,59603.0,0.6193
1119.0,0.1772,0.2966,0.3383,34168.0,34168.0,46543.0,0.7031,46098.0,54833.0,0.686
1183.0,0.0549,0.2508,0.3404,34900.0,34900.0,42356.0,0.6915,42947.0,58555.0,0.5083
1282.0,0.0099,0.1933,0.2144,36730.0,36730.0,51618.0,0.8033,61777.0,89507.0,0.7241
1386.0,0.0634,0.2002,0.2051,12485.0,36722.0,28133.0,0.9339,51608.0,68499.0,0.8801
1188.0,0.1927,0.2135,0.2196,13352.0,23720.0,28182.0,0.7893,40122.0,63680.0,0.6506
1239.0,0.0075,0.2584,0.2586,49822.0,49822.0,64069.0,0.8187,58804.0,57294.0,0.6605
1146.0,0.0386,0.3111,0.3127,34274.0,34274.0,46735.0,0.7852,44063.0,57834.0,0.6941
1214.0,0.0575,0.2149,0.2296,31080.0,31080.0,42004.0,0.858,47363.0,51877.0,0.7627
1199.0,0.1131,0.2673,0.2929,12020.0,21380.0,25294.0,0.7522,41380.0,61187.0,0.5485
1087.0,0.27,0.365,0.3683,36816.0,36816.0,46641.0,0.6942,51157.0,68005.0,0.4811
1186.0,0.1159,0.2349,0.2562,33235.0,33235.0,44935.0,0.7552,50474.0,65686.0,0.5849
910.0,0.1324,0.6558,0.6598,13250.0,13250.0,23450.0,0.7,34725.0,45932.0,0.4106
976.0,0.0717,0.3605,0.3622,29490.0,29490.0,40582.0,0.6726,46069.0,51846.0,0.5097
1216.0,0.0249,0.2869,0.2938,43106.0,43106.0,55565.0,0.7514,51542.0,59860.0,0.5732
1364.0,0.0051,0.1941,0.1949,57500.0,57500.0,70687.0,0.8345,52188.0,61347.0,0.7403
1050.0,0.176,0.3176,0.3453,10864.0,20282.0,23352.0,0.6433,44273.0,55879.0,0.4378
1090.0,0.092,0.2272,0.298,7286.0,16704.0,17235.0,0.5775,44273.0,55879.0,0.4255
1238.0,0.0759,0.129,0.1293,45000.0,45000.0,59338.0,0.837,53053.0,69915.0,0.7376
1082.0,0.1088,0.3476,0.3924,10478.0,10838.0,19194.0,0.784,34327.0,51784.0,0.4897
1023.0,0.2263,0.3836,0.3836,30262.0,30262.0,42458.0,0.5443,50418.0,74625.0,0.3394
1090.0,0.2087,0.3541,0.3562,8234.0,19121.0,24920.0,0.6429,44929.0,51650.0,0.3528
1050.0,0.231,0.4183,0.4431,7405.0,16765.0,17634.0,0.6014,40215.0,56924.0,0.314
998.0,0.2702,0.4626,0.4779,16742.0,16742.0,29213.0,0.5143,36929.0,43446.0,0.1525
1046.0,0.3366,0.4349,0.4609,7400.0,16385.0,18427.0,0.6384,41682.0,51552.0,0.38
974.0,0.1836,0.3956,0.4474,5970.0,11664.0,18714.0,0.5985,40851.0,48698.0,0.2685
1147.0,0.0838,0.2803,0.3007,25148.0,25148.0,37935.0,0.768,41857.0,56040.0,0.5692
1145.0,0.0919,0.2651,0.2701,10234.0,25754.0,24770.0,0.833,52452.0,62483.0,0.649
1054.0,0.0566,0.2925,0.2946,32880.0,32880.0,45693.0,0.7119,45563.0,53701.0,0.5405
1150.0,0.0945,0.2178,0.2178,32744.0,32744.0,46239.0,0.7727,56990.0,52111.0,0.693
1240.0,0.0759,0.2363,0.2403,9312.0,25880.0,31025.0,0.8795,57496.0,67878.0,0.7606
1112.0,0.1611,0.3642,0.4583,32640.0,32640.0,46011.0,0.8065,45247.0,52051.0,0.6288
1078.0,0.3456,0.4091,0.4364,7020.0,15930.0,17907.0,0.5913,42410.0,52617.0,0.3353
1050.0,0.195,0.379,0.4015,8130.0,15240.0,21769.0,0.6826,39143.0,53410.0,0.3913
1239.0,0.0389,0.2284,0.2309,47211.0,47211.0,63577.0,0.8494,49827.0,73234.0,0.7219
1195.0,0.1286,0.2785,0.2805,39540.0,39540.0,53404.0,0.7944,53740.0,60195.0,0.7147
1366.0,0.0052,0.2061,0.2071,59684.0,59684.0,73969.0,0.8612,61805.0,65796.0,0.7347
1177.0,0.2703,0.2119,0.3107,12122.0,33956.0,25910.0,0.7221,66312.0,75683.0,0.5723
1150.0,0.0953,0.2659,0.2827,52072.0,52072.0,66812.0,0.7686,58810.0,65134.0,0.6613
1326.0,0.0075,0.1686,0.1698,51812.0,51812.0,66047.0,0.8556,85168.0,82789.0,0.7898
1269.0,0.0108,0.2756,0.2822,53610.0,53610.0,69353.0,0.7892,56420.0,62572.0,0.6776
1204.0,0.1637,0.2399,0.2446,42600.0,42600.0,56928.0,0.7765,53383.0,65326.0,0.6768
1212.0,0.0437,0.3133,0.3371,47130.0,47130.0,60526.0,0.7969,54569.0,60406.0,0.6355
1405.0,0.0035,0.102,0.1022,61746.0,61746.0,77740.0,0.9058,84018.0,98446.0,0.8653
1120.0,0.0335,0.3701,0.3847,34665.0,34665.0,48016.0,0.7483,55075.0,60987.0,0.5052
950.0,0.2935,0.4162,0.4172,33500.0,33500.0,44265.0,0.7624,46169.0,64951.0,0.5602
1546.0,0.011,0.1454,0.1465,61344.0,61344.0,77465.0,0.973,109774.0,118964.0,0.915
1075.0,0.2222,0.4226,0.4275,43643.0,43643.0,54458.0,0.7262,48157.0,64027.0,0.6243
1117.0,0.0709,0.2922,0.3108,42120.0,42120.0,57745.0,0.7587,53481.0,55812.0,0.5412
1333.0,0.0871,0.2451,0.2469,58965.0,58965.0,72427.0,0.8699,79137.0,87446.0,0.782
1257.0,0.0279,0.1823,0.1829,45376.0,45376.0,60583.0,0.838,68808.0,78119.0,0.7771
1069.0,0.113,0.4019,0.4061,10987.0,18953.0,24149.0,0.7355,49051.0,58248.0,0.4573
1191.0,0.0863,0.191,0.1938,35670.0,35670.0,48098.0,0.8499,52101.0,68354.0,0.7624
1372.0,0.0017,0.199,0.199,61760.0,61760.0,76330.0,0.8857,54946.0,79129.0,0.8161
1506.0,0.0028,0.1423,0.1423,63628.0,63628.0,81420.0,0.9611,97173.0,82509.0,0.914
940.0,0.2363,0.3731,0.3782,32558.0,32558.0,37674.0,0.7919,56117.0,67383.0,0.5854
1180.0,0.2652,0.2272,0.2627,27750.0,27750.0,44986.0,0.8316,60520.0,82924.0,0.6111
1061.0,0.0856,0.3596,0.3773,11320.0,18927.0,27923.0,0.706,46246.0,55690.0,0.521
1140.0,0.0759,0.3149,0.3251,11230.0,15628.0,27730.0,0.7929,49783.0,56884.0,0.5636
1094.0,0.1981,0.3555,0.3574,32284.0,32284.0,45704.0,0.6667,48348.0,56331.0,0.553
1410.0,0.0015,0.0932,0.0934,59368.0,59368.0,75934.0,0.899,87054.0,95951.0,0.8918
1121.0,0.3379,0.3249,0.3806,28460.0,28460.0,39882.0,0.8071,44606.0,42950.0,0.6829
1418.0,0.0048,0.1813,0.1813,59930.0,59930.0,74573.0,0.9085,101864.0,111352.0,0.9119
952.0,0.0634,0.6661,0.6676,11910.0,18456.0,26546.0,0.789,39534.0,48978.0,0.4468
1150.0,0.0147,0.4187,0.4218,45499.0,45499.0,59747.0,0.721,51970.0,62090.0,0.6385
1113.0,0.0944,0.3,0.3124,38226.0,38226.0,50781.0,0.8252,48478.0,61420.0,0.7554
1229.0,0.0192,0.1735,0.1843,39490.0,39490.0,52125.0,0.86,48759.0,57700.0,0.7825
1332.0,0.0328,0.2035,0.2057,58205.0,58205.0,71431.0,0.9089,57825.0,74588.0,0.828
1546.0,0.0643,0.1521,0.1614,63452.0,63452.0,83298.0,0.9837,90516.0,125064.0,0.9609
1071.0,0.049,0.4562,0.4601,14620.0,26494.0,28611.0,0.7056,55458.0,72904.0,0.4165
1158.0,0.0583,0.3674,0.3683,14630.0,26504.0,28051.0,0.633,55458.0,72904.0,0.3863
1153.0,0.0302,0.2942,0.2949,14646.0,26520.0,27754.0,0.7641,55458.0,72904.0,0.4832
1380.0,0.0296,0.1391,0.1664,21080.0,37320.0,35928.0,0.9266,55458.0,72904.0,0.8371
1150.0,0.127,0.3776,0.3787,36620.0,36620.0,49275.0,0.7271,42210.0,49478.0,0.5877
1242.0,0.0341,0.175,0.1807,49610.0,49610.0,63376.0,0.8575,70715.0,91896.0,0.8205
1152.0,0.0245,0.2734,0.2813,39903.0,39903.0,53487.0,0.84,50512.0,67827.0,0.7615
1237.0,0.0204,0.1962,0.1992,50312.0,50312.0,65421.0,0.8512,61615.0,78717.0,0.7994
1060.0,0.0548,0.2898,0.2931,10507.0,14615.0,24328.0,0.8231,48513.0,57398.0,0.6647
1507.0,0.0036,0.1942,0.1951,59328.0,59328.0,75793.0,0.9604,65818.0,89847.0,0.9372
1244.0,0.2312,0.3261,0.3284,44350.0,44350.0,60556.0,0.817,79126.0,78465.0,0.6756
1293.0,0.0096,0.1934,0.1962,58016.0,58016.0,73603.0,0.8245,75323.0,76786.0,0.7304
1454.0,0.0297,0.1156,0.1166,61618.0,61618.0,77650.0,0.9604,89428.0,107291.0,0.9063
1145.0,0.0043,0.3209,0.322,50192.0,50192.0,64529.0,0.8293,59533.0,74313.0,0.7413
1165.0,0.0885,0.2452,0.2508,10575.0,22399.0,28335.0,0.8224,56366.0,64472.0,0.7164
1159.0,0.0878,0.3132,0.3276,41112.0,41112.0,56215.0,0.7116,54161.0,69286.0,0.5936
1122.0,0.0567,0.2492,0.2546,23328.0,23328.0,34433.0,0.7606,55537.0,63483.0,0.6492
1547.0,0.0122,0.1305,0.1346,65146.0,65146.0,82570.0,0.9865,88912.0,96085.0,0.9499
1256.0,0.0095,0.1117,0.1118,49329.0,49329.0,65678.0,0.8584,113937.0,93938.0,0.8252
1334.0,0.0335,0.1378,0.1391,57928.0,57928.0,73779.0,0.8992,76559.0,89435.0,0.8561
1178.0,0.0562,0.2194,0.2336,15880.0,34362.0,31804.0,0.8476,62424.0,73057.0,0.7159
1433.0,0.0171,0.1507,0.1507,57505.0,57505.0,77280.0,0.9536,60706.0,74265.0,0.9101
1072.0,0.1519,0.3541,0.3556,29990.0,29990.0,42810.0,0.7036,43214.0,50213.0,0.437
1090.0,0.2416,0.4142,0.4591,27820.0,27820.0,37082.0,0.6667,41144.0,59940.0,0.5967
1239.0,0.0672,0.2064,0.2105,12978.0,35798.0,30468.0,0.7989,50387.0,60561.0,0.6466
1341.0,0.0266,0.1467,0.1468,15558.0,39502.0,34001.0,0.9239,62688.0,75080.0,0.8532
1074.0,0.1768,0.3204,0.3903,26840.0,26840.0,38781.0,0.6606,39294.0,42099.0,0.7
1053.0,0.0037,0.4159,0.4205,36710.0,36710.0,53405.0,0.6348,39418.0,61561.0,0.4638
993.0,0.0728,0.4475,0.5424,11160.0,21544.0,22683.0,0.6456,41429.0,50788.0,0.3923
1361.0,0.0043,0.1106,0.111,55772.0,55772.0,69678.0,0.8775,65130.0,69917.0,0.8541
1076.0,0.0478,0.3921,0.3927,11700.0,21300.0,25593.0,0.6637,38811.0,46862.0,0.449
1001.0,0.0598,0.4927,0.4943,29100.0,29100.0,43485.0,0.689,41954.0,49919.0,0.4947
1156.0,0.003,0.2866,0.3031,41900.0,41900.0,55950.0,0.6837,54020.0,61766.0,0.6341
1080.0,0.1938,0.3747,0.4131,10760.0,21218.0,20783.0,0.6031,42741.0,53326.0,0.4237
1304.0,0.0318,0.1919,0.195,12688.0,33928.0,28844.0,0.8962,57143.0,67183.0,0.7832
1105.0,0.0554,0.3043,0.3103,11640.0,28490.0,25333.0,0.7057,43468.0,52337.0,0.4797
1078.0,0.1727,0.4543,0.5033,11583.0,22545.0,24523.0,0.6396,44954.0,51818.0,0.4321
1106.0,0.0722,0.408,0.4305,15866.0,30196.0,29729.0,0.6695,47021.0,48136.0,0.6093
1300.0,0.004,0.154,0.154,51530.0,51530.0,67045.0,0.8862,53960.0,75570.0,0.825
1191.0,0.0338,0.1825,0.1883,37342.0,37342.0,51613.0,0.8197,56716.0,61531.0,0.7553
1085.0,0.1712,0.202,0.331,9000.0,12100.0,20843.0,0.7112,41615.0,53615.0,0.443
1141.0,0.1912,0.1778,0.2576,9633.0,12735.0,22651.0,0.7449,46813.0,55549.0,0.4869
1050.0,0.0857,0.2688,0.3275,31890.0,31890.0,40906.0,0.6886,45884.0,57004.0,0.5337
1050.0,0.1046,0.1791,0.2857,31500.0,31500.0,44064.0,0.7069,45410.0,57881.0,0.5673
1087.0,0.0841,0.1332,0.2842,8845.0,11947.0,22455.0,0.7361,41202.0,53058.0,0.508
998.0,0.3526,0.3755,0.3796,22764.0,22764.0,37503.0,0.5072,48271.0,60821.0,0.2681
1252.0,0.0461,0.1627,0.1715,10440.0,14860.0,25988.0,0.8282,64226.0,78214.0,0.5589
1121.0,0.0736,0.1804,0.2053,9299.0,12809.0,22447.0,0.7884,48563.0,59648.0,0.5926
1122.0,0.1051,0.1931,0.2532,9432.0,12942.0,23178.0,0.8176,48679.0,53842.0,0.5722
1089.0,0.2369,0.4499,0.5056,8431.0,13975.0,25804.0,0.6552,41803.0,47016.0,0.4324
1120.0,0.3681,0.5451,0.5586,13078.0,13078.0,21043.0,0.6349,68408.0,77384.0,0.5846
1269.0,0.0442,0.1678,0.1682,39850.0,39850.0,58305.0,0.8402,56362.0,56566.0,0.7247
1021.0,0.3488,0.3407,0.4949,17482.0,17482.0,26998.0,0.5573,38447.0,67003.0,0.4499
1112.0,0.0389,0.3976,0.421,33000.0,33000.0,43885.0,0.6751,44752.0,53457.0,0.5624
1150.0,0.0977,0.3649,0.3822,35520.0,35520.0,45249.0,0.7122,49619.0,63851.0,0.5982
1275.0,0.0945,0.2256,0.2261,37152.0,37152.0,51502.0,0.8407,52467.0,59616.0,0.693
1114.0,0.1642,0.3795,0.4008,9674.0,13484.0,24278.0,0.7189,41334.0,51735.0,0.5514
1200.0,0.0372,0.5274,0.5274,23578.0,23578.0,39142.0,0.7924,45353.0,40801.0,0.561
1147.0,0.0284,0.2354,0.3032,24300.0,24300.0,35735.0,0.9241,46267.0,52752.0,0.6975
1084.0,0.1353,0.4176,0.4323,19274.0,19274.0,30442.0,0.766,37151.0,43098.0,0.6565
1174.0,0.1841,0.2995,0.3467,21730.0,21730.0,32673.0,0.7942,39737.0,49371.0,0.6285
1060.0,0.1961,0.3969,0.4216,25180.0,25180.0,37976.0,0.7743,45909.0,59340.0,0.5085
1091.0,0.0481,0.3862,0.444,10200.0,10200.0,26042.0,0.6636,31759.0,46630.0,0.3028
1143.0,0.0392,0.369,0.3959,37758.0,37758.0,52089.0,0.6642,44556.0,53429.0,0.5327
1120.0,0.1497,0.3386,0.3566,9232.0,28264.0,21922.0,0.7606,45912.0,51339.0,0.5459
1385.0,0.0068,0.1361,0.1383,52310.0,52310.0,66266.0,0.9088,58357.0,67405.0,0.8501
1357.0,0.0035,0.1499,0.1507,51146.0,51146.0,66480.0,0.8882,59181.0,66702.0,0.8148
1086.0,0.1417,0.4261,0.4274,27350.0,27350.0,35673.0,0.7527,41979.0,51277.0,0.5
1147.0,0.0961,0.3321,0.3336,9848.0,25966.0,23504.0,0.7253,47404.0,54569.0,0.5235
1299.0,0.0482,0.2236,0.2245,13244.0,31664.0,32658.0,0.8859,55413.0,65225.0,0.7258
1121.0,0.1135,0.3659,0.4634,9912.0,15952.0,21744.0,0.7111,40706.0,48327.0,0.5263
1044.0,0.2115,0.4676,0.5433,27208.0,27208.0,42041.0,0.5528,39321.0,54315.0,0.3395
1281.0,0.2158,0.2619,0.2822,36880.0,36880.0,56891.0,0.8444,49813.0,59178.0,0.6657
1546.0,0.0021,0.1664,0.1664,60348.0,60348.0,79538.0,0.9643,84603.0,99446.0,0.9277
1172.0,0.0182,0.2361,0.2361,40500.0,40500.0,55221.0,0.7851,46572.0,60528.0,0.6032
1038.0,0.0638,0.2795,0.4671,8186.0,17978.0,21174.0,0.7324,45070.0,55531.0,0.4077
1243.0,0.0066,0.3102,0.3113,44950.0,44950.0,57746.0,0.8445,61375.0,63675.0,0.7304
1347.0,0.0206,0.1419,0.1427,51738.0,51738.0,68535.0,0.9041,61315.0,67869.0,0.8143
1060.0,0.356,0.3519,0.3519,35620.0,35620.0,49494.0,0.6769,53643.0,65702.0,0.3889
1090.0,0.1542,0.3889,0.3918,9748.0,20745.0,23200.0,0.6285,48356.0,56557.0,0.3507
1095.0,0.1118,0.2507,0.283,35310.0,35310.0,46367.0,0.6215,47965.0,60629.0,0.5662
1277.0,0.018,0.284,0.2849,48000.0,48000.0,63310.0,0.7731,54565.0,58981.0,0.7197
999.0,0.3296,0.511,0.5142,7930.0,20659.0,21204.0,0.6267,42301.0,54105.0,0.2995
1050.0,0.29,0.4002,0.4038,10026.0,22266.0,22475.0,0.6503,47068.0,54567.0,0.4273
1093.0,0.0549,0.3882,0.3925,31686.0,31686.0,45285.0,0.6392,52804.0,60374.0,0.5791
1147.0,0.1522,0.5212,0.5231,36750.0,36750.0,46360.0,0.6913,53986.0,56554.0,0.4931
1082.0,0.4289,0.4395,0.4395,7698.0,20994.0,28856.0,0.6654,57784.0,61285.0,0.5374
1241.0,0.13,0.4104,0.4216,9699.0,21891.0,24130.0,0.8453,60328.0,65737.0,0.6308
930.0,0.3592,0.6105,0.6224,14703.0,14703.0,25026.0,0.6871,41453.0,61806.0,0.3172
1020.0,0.2615,0.4305,0.4361,34400.0,34400.0,45505.0,0.6999,49893.0,63564.0,0.5322
936.0,0.255,0.4313,0.4613,8690.0,18482.0,21570.0,0.5937,46359.0,57524.0,0.377
1006.0,0.1437,0.6308,0.6842,7846.0,19382.0,16313.0,0.7909,45780.0,58493.0,0.4945
1239.0,0.1157,0.1652,0.3044,34470.0,34470.0,47233.0,0.7707,47344.0,69680.0,0.6692
1068.0,0.1299,0.3159,0.3451,26300.0,26300.0,38261.0,0.7143,51297.0,58650.0,0.4875
1100.0,0.1011,0.3923,0.3976,31950.0,31950.0,45330.0,0.6446,51945.0,57811.0,0.4987
1138.0,0.1804,0.5289,0.5417,30422.0,30422.0,42284.0,0.6433,43120.0,58904.0,0.3732
1127.0,0.152,0.3523,0.3535,11140.0,20932.0,24696.0,0.8023,54441.0,57862.0,0.5892
957.0,0.0701,0.6593,0.6593,11299.0,26874.0,25775.0,0.7326,43214.0,51910.0,0.4147
1546.0,0.004,0.1662,0.1665,54960.0,54960.0,71745.0,0.981,93158.0,97442.0,0.9363
1171.0,0.3142,0.3603,0.3692,32484.0,32484.0,42639.0,0.711,56911.0,59371.0,0.6581
1056.0,0.1623,0.3985,0.3985,8960.0,18752.0,23962.0,0.7389,50967.0,58457.0,0.5609
1444.0,0.0195,0.1158,0.116,61980.0,61980.0,79885.0,0.9024,71557.0,89573.0,0.8231
1015.0,0.2008,0.529,0.5466,17782.0,17782.0,31917.0,0.7664,44878.0,50285.0,0.4167
1262.0,0.0266,0.2467,0.2473,48650.0,48650.0,61668.0,0.7938,55750.0,59294.0,0.7158
1067.0,0.1151,0.3806,0.4144,10600.0,21616.0,24402.0,0.7316,45699.0,53541.0,0.5307
1090.0,0.1179,0.363,0.363,11135.0,22559.0,25797.0,0.8007,54343.0,60760.0,0.5586
1020.0,0.1516,0.4212,0.5123,24060.0,24060.0,34060.0,0.7923,52487.0,52183.0,0.4701
972.0,0.2966,0.5535,0.5552,7649.0,17441.0,22434.0,0.4896,39291.0,46336.0,0.2607
1061.0,0.1976,0.381,0.381,7848.0,17640.0,22286.0,0.7046,50553.0,55777.0,0.4581
1130.0,0.1239,0.5272,0.5638,9892.0,25746.0,22081.0,0.635,48649.0,55878.0,0.4404
1281.0,0.0209,0.197,0.1995,13239.0,40139.0,31451.0,0.9455,68051.0,76479.0,0.8354
1112.0,0.3753,0.368,0.3714,11727.0,29299.0,24530.0,0.7411,58919.0,69013.0,0.5348
1373.0,0.0226,0.2442,0.2467,11698.0,41070.0,29361.0,0.953,70400.0,81967.0,0.8779
1114.0,0.2509,0.3493,0.3717,9855.0,25693.0,22535.0,0.6074,52683.0,61816.0,0.4405
1307.0,0.0339,0.1231,0.1232,53980.0,53980.0,71425.0,0.9174,62890.0,73296.0,0.8372
1011.0,0.3191,0.308,0.3604,9234.0,21474.0,22113.0,0.6623,53037.0,58051.0,0.3975
1111.0,0.1588,0.4327,0.4374,8945.0,21253.0,21660.0,0.804,54294.0,60891.0,0.5351
922.0,0.1877,0.6954,0.6954,9173.0,21413.0,24679.0,0.5495,36840.0,46037.0,0.2625
1198.0,0.0691,0.2525,0.2581,11852.0,24122.0,27249.0,0.8571,57735.0,67790.0,0.6375
1025.0,0.1437,0.4237,0.5179,36128.0,36128.0,43598.0,0.5552,49123.0,57728.0,0.3256
1041.0,0.2321,0.379,0.432,8311.0,18103.0,20019.0,0.7327,53072.0,58846.0,0.482
1390.0,0.0091,0.1591,0.1602,49264.0,49264.0,63684.0,0.9109,62912.0,75027.0,0.7576
1050.0,0.2128,0.4639,0.4678,9101.0,10996.0,22672.0,0.6809,49205.0,52619.0,0.4502
1376.0,0.0712,0.3239,0.3239,6304.0,6304.0,19819.0,0.8977,82955.0,65593.0,0.7865
1126.0,0.2198,0.1549,0.1566,6250.0,6250.0,21369.0,0.5266,58371.0,41497.0,0.6637
1187.0,0.1396,0.2724,0.3221,9228.0,24802.0,20770.0,0.7448,52966.0,55755.0,0.5439
1236.0,0.1548,0.2147,0.2232,9315.0,29837.0,18891.0,0.8457,66238.0,66007.0,0.6455
1247.0,0.1218,0.2573,0.2604,40352.0,40352.0,54750.0,0.7515,65140.0,66846.0,0.6454
1102.0,0.1101,0.333,0.3592,13078.0,30046.0,25878.0,0.6632,47483.0,57109.0,0.5401
1502.0,0.0028,0.1487,0.1498,62460.0,62460.0,78820.0,0.9544,82309.0,78317.0,0.9354
1358.0,0.0431,0.137,0.1437,18890.0,43890.0,35179.0,0.8874,56618.0,65547.0,0.7576
1026.0,0.2038,0.4174,0.425,37790.0,37790.0,50240.0,0.6256,41727.0,60676.0,0.4599
1127.0,0.0091,0.3062,0.3065,39800.0,39800.0,53800.0,0.7538,48122.0,56896.0,0.5783
1465.0,0.0141,0.1275,0.1279,23970.0,47196.0,40624.0,0.9536,67508.0,78921.0,0.9095
1150.0,0.5538,0.4986,0.53,19680.0,19680.0,29448.0,0.7008,38240.0,52335.0,0.5458
1199.0,0.0123,0.144,0.1443,15425.0,29063.0,31162.0,0.8577,56274.0,62005.0,0.7608
1010.0,0.0232,0.5098,0.5158,38320.0,38320.0,52268.0,0.5777,39552.0,50894.0,0.2816
1255.0,0.1833,0.2965,0.3026,13401.0,38983.0,26268.0,0.8525,77805.0,72775.0,0.7059
1182.0,0.0035,0.1998,0.1998,50740.0,50740.0,66868.0,0.8063,58783.0,70221.0,0.7527
1241.0,0.0301,0.1427,0.145,13092.0,30152.0,29043.0,0.8921,62471.0,73024.0,0.8115
1116.0,0.0525,0.2556,0.2784,14840.0,27780.0,31501.0,0.7617,47043.0,53854.0,0.6656
1260.0,0.106,0.2025,0.2045,14234.0,31154.0,29268.0,0.8347,57246.0,65814.0,0.6877
949.0,0.1555,0.629,0.6305,9622.0,20790.0,26039.0,0.6985,40922.0,48978.0,0.3986
1172.0,0.2594,0.3695,0.3745,11220.0,31170.0,26060.0,0.7395,52667.0,57330.0,0.4826
1057.0,0.0926,0.3607,0.3649,11916.0,24453.0,25873.0,0.6835,50020.0,57634.0,0.5396
1108.0,0.0207,0.39,0.3958,27930.0,27930.0,42574.0,0.6715,42346.0,62925.0,0.4973
1172.0,0.022,0.2571,0.2571,35350.0,35350.0,65345.0,0.7355,51344.0,61661.0,0.7134
